Filename,High School,Bachelor,Master,Ethnicity
cv_466.pdf,Zweisprachige Bundeshandelsakademie Klagenfurt,Master:,Projects:,Amhara
cv_467.pdf,"BG und BRG Graz Dreihackengasse, Graz",Universität Wien - Medizin,Technische Universität Wien - Maschinenbau,Kikuyu
cv_468.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Technikum Wien - Innovation and Technology Management,Universität Wien - Kunstgeschichte,German
cv_469.pdf,HTL Bau und Design Linz,FH Wiener Neustadt - Medizinische Informatik,Universität Wien - Ägyptologie,Kazakh
cv_470.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects: Konzeption und Durchführung eines,Turkish
cv_471.pdf,"BG und BRG Sankt Pölten Josefstraße, St. Pölten",Universität Wien - Medizin,Technische Universität Wien - Technische Chemie,Kurdish
cv_472.pdf,HTL Innviertel-Nord Andorf,Universität Salzburg - Lehramt,Universität Wien - Theaterwissenschaft,Tuareg
cv_473.pdf,"Hernalser Gymnasium Geblergasse, Wien-Hernals",Master:,Projects: Durchführung einer unternehmensweiten Mitarbeiterbefragung,Arab
cv_474.pdf,HTL Mistelbach,Master:,Projects: Implementierung eines unternehmensweiten Enterprise Resource,Navajo
cv_475.pdf,"Schottengymnasium, Wien",Master:,"Projects: Implementierung eines Compliance-Management-Systems,",Uzbek
cv_476.pdf,Zweisprachige Bundeshandelsakademie Klagenfurt,FH Campus Wien - Technical Management,Projects:,Chuvash
cv_477.pdf,"Hernalser Gymnasium Geblergasse, Wien-Hernals",FH Wiener Neustadt - Informatik,Universität Wien - Alte Geschichte und Altertumskunde,Rohingya
cv_478.pdf,IT-HTL Ybbs,Universität Innsbruck - Physik,Technische Universität Wien,Scandinavian
cv_479.pdf,HTBLuVA Villach,Universität Salzburg - Soziologie,Universität Wien - Musikwissenschaft,Greek
cv_480.pdf,HTL Steyr,Universität Innsbruck - Rechtswissenschaften,"Projects: Implementierung eines Marketing-Automatisierungssystems,",English
cv_481.pdf,"BG Wiener Neustadt Zehnergasse, Wiener Neustadt",Universität Graz - Chemie,Technische Universität Wien - Elektrotechnik,Tahitian
cv_482.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Oberösterreich - Interactive Media,Projects:,Pashtun
cv_483.pdf,HTBLuVA Wiener Neustadt,Universität Salzburg - Chemie und Physik der Materialien,Universität Wien - Astronomie,Dutch
cv_484.pdf,Bundeshandelsakademie und Bundeshandelsschule -,FH Campus Wien - Nachhaltiges Ressourcenmanagement,Universität Wien - Soziologie,Portuguese
cv_485.pdf,"BORG Feldbach, Feldbach",Universität Graz - Earth Sciences,Projects: Entwicklung eines chatbotbasierten Kundenservice-Systems,Maasai
cv_486.pdf,Vienna Business School - Handelsakademie und,Universität Graz - Biologie,Technische Universität Wien - Architektur,Mongol
cv_487.pdf,Bundeshandelsakademie und Bundeshandelsschule - Schule,Universität Salzburg - Geoinformatik,Universität Wien - Ernährungswissenschaften,Inuit
cv_488.pdf,HTL für Lebensmitteltechnologie Hollabrunn,Master:,Projects: Optimierung des Cash-Flow-Managements durch verbesserte,Cherokee
cv_489.pdf,HTL Waidhofen an der Ybbs,Master:,Projects: Konzeption und Durchführung einer crossmedialen,Ukrainian
cv_490.pdf,HTL Bau und Design Linz,BOKU University (Universität für Bodenkultur Wien) -,Universität Wien - Archäologie,Spanish
cv_491.pdf,"BG und BRG Sankt Pölten Josefstraße, St. Pölten",FH Technikum Wien - Smart Homes and Assistive Technologies,"Projects: Implementierung eines Marketing-Automatisierungssystems,",Afro-Caribbean
cv_492.pdf,HTL Karlstein,Universität Salzburg - Rechtswissenschaften,Universität Wien - Psychologie,Somali
cv_493.pdf,"BORG Ternitz Schulcampus Dr. Heinz Fischer, Ternitz",Master:,Projects: Implementierung eines digitalen Onboarding-Prozesses für neue,Fulani
cv_494.pdf,HTL Waidhofen an der Ybbs,Master:,Projects: Konzeption und Durchführung klinischer Studien für ein neues,Assamese
cv_495.pdf,Bundeshandelsakademie und Bundeshandelsschule,Technische Universität Wien - Technische Physik,Universität Wien - Archäologie,Hausa
cv_496.pdf,"Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring",Universität Graz - Molekularbiologie,Universität Wien - Deutsche Philologie,Burmese
cv_497.pdf,"BG Graz Georgigasse, Graz",Master:,Projects: Implementierung eines unternehmensweiten Enterprise Resource,Assyrian
cv_498.pdf,"Parhamergymnasium, Wien-Hernals",FH Campus Wien - Nachhaltiges Ressourcenmanagement,Projects: Optimierung des Vertriebsprozesses durch Einführung eines,Korean
cv_499.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Graz - Physik,Projects:,Xhosa
cv_500.pdf,"Sigmund Freud Gymnasium, Wien",Master:,Projects: Implementierung eines digitalen Onboarding-Prozesses für neue,Spanish
cv_501.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects:,Shona
cv_502.pdf,"Schottengymnasium, Wien",FH Campus Wien - Bioengineering,Universität Wien - Theaterwissenschaft,Uyghur
cv_503.pdf,Bundeshandelsakademie und Bundeshandelsschule Liezen,Technische Universität Wien - Elektrotechnik,Technische Universität Wien - Elektrotechnik,Fulani
cv_504.pdf,BORG und Bundeshandelsschule für Leistsungssportler St.,Master:,Projects: Konzeption und Durchführung einer crossmedialen,Uzbek
cv_505.pdf,HTL Mistelbach,FH Technikum Wien - Sports Equipment Technology,Universität Wien - Mathematik,Somali
cv_506.pdf,"Bundesgymnasium Maroltingergasse, Wien-Ottakring",Universität Wien - Deutsche Philologie,Universität Wien - Politikwissenschaft,Oromo
cv_507.pdf,Zweisprachige Bundeshandelsakademie Klagenfurt,FH Technikum Wien - Renewable Energy Systems,Projects: Durchführung einer Grundlagenforschung im Bereich der,Sephardic Jewish
cv_508.pdf,HTL Wels,Universität Innsbruck - Bauingenieurwissenschaften,Universität Wien - Sprachwissenschaft,Khmer
cv_509.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects: Optimierung des Vertriebsprozesses durch Einführung eines,Polish
cv_510.pdf,HTL Innviertel-Nord Andorf,Universität Graz - Volkswirtschaftslehre,Universität Wien - Japanologie,Amazonian Indigenous Peoples
cv_511.pdf,HTBLuVA Ferlach,Technische Universität Wien - Architektur,Projects: Durchführung eines Projekts zur Reduzierung des,Oromo
cv_512.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Innsbruck - Soziologie,Universität Wien - Mathematik,Amhara
cv_513.pdf,HTL Hollabrunn,Universität Salzburg - Geschichte,Universität Wien - Ägyptologie,Sephardic Jewish
cv_514.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Wien - Afrikawissenschaften,Projects: Entwicklung eines Konzepts zur Kreislaufwirtschaft für,Aboriginal Australian
cv_515.pdf,HTBLuVA Wiener Neustadt,FH Technikum Wien - Renewable Energy Systems,Universität Wien - Informatik,M■ori
cv_516.pdf,HTL Steyr,Master:,Projects: Konzeption und Durchführung klinischer Studien für ein neues,Assyrian
cv_517.pdf,"BG und BRG Sankt Pölten Josefstraße, St. Pölten",BOKU University (Universität für Bodenkultur Wien) -,Universität Wien - Arabistik,Burmese
cv_518.pdf,Bundeshandelsakademie und Bundeshandelsschule Wörgl,Universität Salzburg - Mathematik,Universität Wien - Romanistik,Albanian
cv_519.pdf,HTL1 Lastenstraße Klagenfurt,Master:,Projects: Konzeption und Umsetzung eines Programms zur Förderung der,Somali
cv_520.pdf,"BG BRG Graz Marschallgasse, Graz",Technische Universität Wien - Raumplanung und Raumordnung,Projects: Durchführung einer umfassenden Kostenanalyse und,Zulu
cv_521.pdf,Bundeshandelsakademie und Bundeshandelsschule Wels,Master:,"Projects: Einführung eines leistungsbasierten Vergütungssystems,",Vietnamese
cv_522.pdf,"BRG Waidhofen an der Ybbs, Waidhofen an der Ybbs",BOKU University (Universität für Bodenkultur Wien) - Umwelt-,Projects: Einführung eines Machine Learning Algorithmus zur Optimierung,Tibetan
cv_523.pdf,"BG/BRG und HLW Köflach, Köflach",FH Campus Wien - Integriertes Sicherheitsmanagement,Universität Wien - Musikwissenschaft,M■ori
cv_524.pdf,"Gymnasium Maria Regina, Wien",FH Oberösterreich - Innovation Engineering and Management,Technische Universität Wien,Tamil
cv_525.pdf,"BRG Graz Körösistraße, Graz",Universität Salzburg - Soziologie,Projects: Implementierung eines neuen Buchhaltungssystems zur,Quechua
cv_526.pdf,Bundeshandelsakademie und Bundeshandelsschule Traun,Master:,Projects: Durchführung einer Machbarkeitsstudie für eine neue,Tibetan
cv_527.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Oberösterreich - Mobile Computing,Universität Wien - Alte Geschichte und Altertumskunde,Aboriginal Australian
cv_528.pdf,"Hernalser Gymnasium Geblergasse, Wien-Hernals",FH Wiener Neustadt - Logopädie,Universität Wien - Chemie,Navajo
cv_529.pdf,"BG BRG Graz Marschallgasse, Graz",Master:,Projects: Durchführung einer Machbarkeitsstudie für eine neue,Mohawk
cv_530.pdf,"BG und BRG Sankt Pölten Josefstraße, St. Pölten",BOKU University (Universität für Bodenkultur Wien) -,Universität Wien - Afrikawissenschaften,Inuit
cv_531.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Master:,Projects: Erstellung eines Finanzmodells zur Bewertung von,Burmese
cv_532.pdf,"BG BRG Graz Marschallgasse, Graz",FH Wiener Neustadt - Ergotherapie,Universität Wien - Astronomie,Tuareg
cv_533.pdf,"BG und BRG Graz Carnerigasse, Graz",FH Wiener Neustadt - Business Consultancy International,Universität Wien - Ernährungswissenschaften,Scandinavian
cv_534.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Universität Graz - Umweltsystemwissenschaften,Universität Wien - Physik,Mohawk
cv_535.pdf,Bundeshandelsakademie und Bundeshandelsschule - Schule,Master:,Projects: Konzeption und Umsetzung eines Programms zur Förderung der,English
cv_536.pdf,"BG Wiener Neustadt Zehnergasse, Wiener Neustadt",FH Technikum Wien - Game Engineering and Simulation,Technische Universität Wien - Elektrotechnik,Kikuyu
cv_537.pdf,"Parhamergymnasium, Wien-Hernals",Universität Graz - Pharmazie,Universität Wien - Philosophie,Kikuyu
cv_538.pdf,"BG und BRG Graz Oeverseegasse, Graz",FH Campus Wien - Nachhaltiges Ressourcenmanagement,Technische Universität Wien - Raumplanung und Raumordnung,Druze
cv_539.pdf,"Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring",Universität Innsbruck - Wirtschaftswissenschaften,Projects: Durchführung eines Projekts zur Verbesserung der,Portuguese
cv_540.pdf,"BRG Graz Körösistraße, Graz",Master:,Projects: Implementierung eines Learning Management Systems (LMS) für,Basque
cv_541.pdf,HTBLuVA Mödling,Technische Universität Wien - Mathematik,Technische Universität Wien - Maschinenbau,Ashanti
cv_542.pdf,Bundeshandelsakademie und Bundeshandelsschule I,Master:,Projects:,Kurdish
cv_543.pdf,"Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring",Universität Graz - Soziologie,Universität Wien - Medizin,Navajo
cv_544.pdf,Vienna Business School - Handelsakademie und,FH Wiener Neustadt - Informatik,Universität Wien - Rechtswissenschaften,Druze
cv_545.pdf,HTL Wolfsberg,FH Oberösterreich - Automotive Computing,Projects: Durchführung einer umfassenden Marktanalyse für ein neues,Celtic
cv_546.pdf,Bundeshandelsakademie und Bundeshandelsschule Traun,Universität Graz - Betriebswirtschaft,Universität Wien - Rechtswissenschaften,Aboriginal Australian
cv_547.pdf,"Gymnasium Maria Regina, Wien",Master:,"Projects: Implementierung eines Marketing-Automatisierungssystems,",Maasai
cv_548.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Oberösterreich - Medical Engineering,Universität Wien - Soziologie,Shona
cv_549.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects: Implementation eines neuen Customer Relationship Management,M■ori
cv_550.pdf,HTBLuVA Wiener Neustadt,Master:,Projects:,Assamese
cv_551.pdf,HTL für Lebensmitteltechnologie Hollabrunn,Universität Graz - Philosophie,Universität Wien - Soziologie,Igbo
cv_552.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Wien - Biologie,Projects: Durchführung eines Projekts zur Verbesserung der,Afro-Latin American
cv_553.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Wien - Alte Geschichte und Altertumskunde,Universität Wien - Japanologie,Druze
cv_554.pdf,HTL Baden Malerschule Leesdorf,FH Technikum Wien - Biomedical Engineering,Universität Wien - Chemie,German
cv_555.pdf,"Hernalser Gymnasium Geblergasse, Wien-Hernals",Universität Graz - Lehramt,Universität Wien - Altertumswissenschaften,Maasai
cv_556.pdf,HTL Waidhofen an der Ybbs,Universität Salzburg - Psychologie,"Projects: Implementierung eines Compliance-Management-Systems,",Burmese
cv_557.pdf,"BG BRG und BORG Hartberg, Hartberg",FH Joanneum - Bauplanung und Bauwirtschaft,Projects: Implementation eines neuen Customer Relationship Management,Scandinavian
cv_558.pdf,HTBLuVA Pinkafeld,FH Joanneum - eHealth,Universität Wien - Arabistik,Sephardic Jewish
cv_559.pdf,IT-HTL Ybbs,FH Oberösterreich - Global Sales and Marketing,Projects:,Uzbek
cv_560.pdf,HTL Karlstein,Master:,Projects: Durchführung einer umfassenden Marktanalyse für ein neues,Coptic
cv_561.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Wien - Musikwissenschaft,Universität Wien - Kunstgeschichte,Uzbek
cv_562.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Universität Graz - Informatik,Technische Universität Wien - Physik,Bengali
cv_563.pdf,"BG und BRG Graz Oeverseegasse, Graz",Universität Innsbruck - Architektur,Projects: Konzeption und Durchführung einer crossmedialen,Hmong
cv_564.pdf,"BG und BRG Waidhofen an der Thaya, Waidhofen an der",Universität Graz - Erziehungs- und Bildungswissenschaft,Universität Wien - Afrikawissenschaften,Métis
cv_565.pdf,Bundeshandelsakademie und Bundeshandelsschule St.,Universität Innsbruck - Architektur,Universität Wien - Medizin,Burmese
cv_566.pdf,HTBLuVA St. Pölten,Master:,Projects: Leitung eines interdisziplinären Teams zur Entwicklung eines,Baloch
cv_567.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Innsbruck - Wirtschaftswissenschaften,Universität Wien - Ernährungswissenschaften,Ukrainian
cv_568.pdf,"BG Wiener Neustradt Babenbergerring, Wiener Neustadt",Master:,Projects: Implementierung eines Compliance-Management-Systems,Cherokee
cv_569.pdf,"BG Graz Pestalozzistraße, Graz",Master:,Projects: Durchführung einer Due-Diligence-Prüfung im Rahmen einer,Chuvash
cv_570.pdf,HTL Waidhofen an der Ybbs,Technische Universität Wien - Architektur,Technische Universität Wien,Spanish
cv_571.pdf,HTL für Lebensmitteltechnologie Wels,Universität Innsbruck - Lehramt,Universität Wien - Mathematik,Métis
cv_572.pdf,HTBLuVA Villach,Technische Universität Wien - Verfahrenstechnik,Projects: Optimierung des Cash-Flow-Managements durch verbesserte,Somali
cv_573.pdf,"Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring",Master:,Projects: Entwicklung eines nachhaltigen Verpackungskonzepts für die,Igbo
cv_574.pdf,"Vienna Business School - Handelsakademie III,",Master:,Projects: Implementierung eines Learning Management Systems (LMS) für,Ashanti
cv_575.pdf,HTBL Krems,FH Technikum Wien - Data Science,Universität Wien - Translationswissenschaft,Tamil
cv_576.pdf,"Schottengymnasium, Wien",FH Technikum Wien - Renewable Energy Systems,Universität Wien - Japanologie,Polish
cv_577.pdf,HBLFA Wieselburg (Francisco-Josephinum),Master:,Projects: Konzeption und Durchführung einer crossmedialen,Assamese
cv_578.pdf,"BG und BRG Graz Dreihackengasse, Graz",FH Joanneum - Bauplanung und Bauwirtschaft,Technische Universität Wien - Physik,Ewe
cv_579.pdf,HTL Wolfsberg,Universität Salzburg - Wirtschaftswissenschaften,Universität Wien - Geographie,Shona
cv_580.pdf,"BRG Graz Körösistraße, Graz",Technische Universität Wien - Wirtschaftsinformatik,Universität Wien - Klassische Philologie,Baloch
cv_581.pdf,"BRG Graz Petersgasse, Graz",FH Technikum Wien - Renewable Energy Systems,"Projects: Entwicklung eines Prototyps für ein autonomes Fahrzeug,",Sephardic Jewish
cv_582.pdf,Bundeshandelsakademie und Bundeshandelsschule,"BOKU University (Universität für Bodenkultur Wien) - Weinbau,",Projects: Entwicklung einer Social-Media-Strategie zur Steigerung der,Persian
cv_583.pdf,HTBLuVA Mödling,Master:,"Projects: Entwicklung und Umsetzung einer Diversity & Inclusion Strategie,",Malay
cv_584.pdf,HTL Mistelbach,FH Wiener Neustadt - Allgemeine Gesundheits- und,Universität Wien - Alte Geschichte und Altertumskunde,Jewish
cv_585.pdf,HTL Braunau,Master:,Projects:,Kazakh
cv_586.pdf,"HTL Mössingerstraße, Klagenfurt",Master:,Projects: Entwicklung eines nachhaltigen Verpackungskonzepts für die,Mohawk
cv_587.pdf,"BRG Graz Petersgasse, Graz",FH Oberösterreich - Social Work,Universität Wien - Astronomie,Berber
cv_588.pdf,"BG Wiener Neustradt Babenbergerring, Wiener Neustadt",FH Joanneum - Logopädie,Technische Universität Wien - Mathematik,Celtic
cv_589.pdf,HTL Innviertel-Nord Andorf,Universität Wien - Judaistik,Technische Universität Wien - Mathematik,Afro-Caribbean
cv_590.pdf,Bundeshandelsakademie und Bundeshandelsschule St.,FH Oberösterreich - Global Sales and Marketing,Universität Wien - Biologie,Somali
cv_591.pdf,HTL Wels,FH Technikum Wien - Biomedical Engineering,Universität Wien - Deutsche Philologie,English
cv_592.pdf,HTBLuVA St. Pölten,Master:,"Projects: Einführung eines leistungsbasierten Vergütungssystems,",Tahitian
cv_593.pdf,"BG und BRG Sankt Pölten Josefstraße, St. Pölten",Universität Wien - Mathematik,Technische Universität Wien - Technische Chemie,German
cv_594.pdf,"BRG und BORG St Pölten Schulring, St. Pölten",FH Oberösterreich - Hardware-Software-Design,Universität Wien - Romanistik,Uzbek
cv_595.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,"Projects: Entwicklung und Umsetzung einer Diversity & Inclusion Strategie,",Ashanti
cv_596.pdf,"Gymnasium Maria Regina, Wien",Master:,Projects: Durchführung einer Grundlagenforschung im Bereich der,Arab
cv_597.pdf,HTL Wels,Master:,Projects: Aufbau einer Cloud-basierten Infrastruktur zur Steigerung der,Métis
cv_598.pdf,HTBLuVA St. Pölten,FH Wiener Neustadt - Agrartechnologie & Digital Farming,Projects: Konzeption und Umsetzung eines Programms zur Förderung der,Tibetan
cv_599.pdf,Bundeshandelsakademie und Bundeshandelsschule Bad,Universität Graz - Mathematik,Universität Wien - Medizin,Zulu
cv_600.pdf,Bundeshandelsakademie und Bundeshandelsschule,Technische Universität Wien - Bauingenieurwesen,Technische Universität Wien,Uyghur
cv_601.pdf,Bundeshandelsakademie und Bundeshandelsschule Wels,Universität Salzburg - Chemie und Physik der Materialien,Universität Wien - Wirtschaftswissenschaften,Ewe
cv_602.pdf,HTL Wolfsberg,Master:,Projects: Konzeption und Umsetzung eines Programms zur Förderung der,Malay
cv_603.pdf,HTL für Lebensmitteltechnologie Wels,Master:,"Projects: Implementierung eines Marketing-Automatisierungssystems,",Japanese
cv_604.pdf,HTL Steyr,Master:,Projects: Implementierung eines Learning Management Systems (LMS) für,Tongan
cv_605.pdf,HTL Linz 2 Linzer Technikum – LiTEC,Master:,Projects: Durchführung einer umfassenden Cybersecurity-Analyse und,Maasai
cv_606.pdf,HTL Innviertel-Nord Andorf,Master:,"Projects: Entwicklung und Umsetzung einer Influencer-Marketing-Strategie,",Uyghur
cv_607.pdf,HTBL Krems,Master:,Projects:,Bengali
cv_608.pdf,HTBLuVA Ferlach,Universität Graz - Sprachwissenschaft,Projects:,Kikuyu
cv_609.pdf,Bundeshandelsakademie und Bundeshandelsschule Bad,Master:,Projects: Entwicklung einer mobilen App zur Verbesserung der internen,Tamil
cv_610.pdf,BORG und Bundeshandelsschule für Leistsungssportler St.,Master:,Projects: Durchführung einer Machbarkeitsstudie für eine neue,Jewish
cv_611.pdf,HTL Wels,Universität Salzburg - Rechtswissenschaften,Technische Universität Wien - Physik,Assamese
cv_612.pdf,HTL Bau und Design Linz,Master:,Projects:,Oromo
cv_613.pdf,Bundeshandelsakademie und Bundeshandelsschule Wien,Universität Salzburg - Sportwissenschaft,Projects:,Tahitian
cv_614.pdf,"Schottengymnasium, Wien",FH Technikum Wien - Smart Homes and Assistive Technologies,Universität Wien - Geschichte,Somali
cv_615.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Graz - Physik,Projects:,Aboriginal Australian
cv_616.pdf,HTL Braunau,Master:,Projects: Konzeption und Durchführung einer crossmedialen,Khmer
cv_617.pdf,HTL Wels,Universität Salzburg - Linguistik,Universität Wien - Medizin,Igbo
cv_618.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Universität Wien - Wirtschaftswissenschaften,Universität Wien - Alte Geschichte und Altertumskunde,Portuguese
cv_619.pdf,"Schottengymnasium, Wien",Universität Wien - Romanistik,Universität Wien - Translationswissenschaft,Punjabi
cv_620.pdf,HTL Hollabrunn,FH Joanneum - Gesundheits- und Krankenpflege,Technische Universität Wien - Bauingenieurwesen,French
cv_621.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Master:,Projects: Entwicklung und Implementierung einer unternehmensweiten,Malay
cv_622.pdf,HTBLuVA Wiener Neustadt,Universität Innsbruck - Bauingenieurwissenschaften,Universität Wien - Anglistik,Mohawk
cv_623.pdf,"BG BRG und BORG Hartberg, Hartberg",Universität Wien - Kunstgeschichte,Projects:,Amhara
cv_624.pdf,"BG Wiener Neustradt Babenbergerring, Wiener Neustadt",Universität Graz - Betriebswirtschaft,Projects: Optimierung des Vertriebsprozesses durch Einführung eines,Khmer
cv_625.pdf,HTL Braunau,Master:,Projects:,Albanian
cv_626.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Master:,Projects: Implementierung eines Learning Management Systems (LMS) für,Baloch
cv_627.pdf,HTBLuVA St. Pölten,Universität Wien - Astronomie,"Projects: Entwicklung und Umsetzung einer Influencer-Marketing-Strategie,",Kurdish
cv_628.pdf,HTBLuVA Ferlach,Master:,"Projects: Entwicklung eines Prototyps für ein autonomes Fahrzeug,",German
cv_629.pdf,Bundeshandelsakademie und Bundeshandelsschule Bad,Universität Wien - Mathematik,Technische Universität Wien - Physik,Berber
cv_630.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Innsbruck - Geschichte,Universität Wien - Wirtschaftswissenschaften,French
cv_631.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Oberösterreich - Hardware-Software-Design,Universität Wien - Ägyptologie,Mongol
cv_632.pdf,"BG und BRG Waidhofen an der Thaya, Waidhofen an der",FH Wiener Neustadt - Wirtschaftsberatung,Technische Universität Wien,Samoan
cv_633.pdf,"Haydn-Gymnasium, Wien",Technische Universität Wien - Elektrotechnik,Projects:,Arab
cv_634.pdf,HTL Hollabrunn,Master:,"Projects: Einführung eines leistungsbasierten Vergütungssystems,",Quechua
cv_635.pdf,Zweisprachige Bundeshandelsakademie Klagenfurt,Master:,Projects: Durchführung einer umfassenden Kostenanalyse und,Serbian
cv_636.pdf,HTL für Lebensmitteltechnologie Hollabrunn,BOKU University (Universität für Bodenkultur Wien) -,Universität Wien - Slawistik,Burmese
cv_637.pdf,HTL Linz 2 Linzer Technikum – LiTEC,BOKU University (Universität für Bodenkultur Wien) -,Projects: Einführung eines Machine Learning Algorithmus zur Optimierung,Amazonian Indigenous Peoples
cv_638.pdf,"Wirtschaftskundliches BRG Graz Sandgasse, Graz",Universität Wien - Japanologie,Technische Universität Wien - Informatik,Hmong
cv_639.pdf,"Wiedner Gymnasium, Wien",FH Technikum Wien - Biomedical Engineering,Universität Wien - Europäische Ethnologie,Zulu
cv_640.pdf,"BRG Graz Körösistraße, Graz",FH Joanneum - Informationsmanagement,Universität Wien - Kunstgeschichte,Tahitian
cv_641.pdf,HTL Bau und Design Linz,Universität Salzburg - Geoinformatik,Universität Wien - Deutsche Philologie,Serbian
cv_642.pdf,Bundeshandelsakademie und Bundeshandelsschule,Universität Innsbruck - Physik,Technische Universität Wien - Elektrotechnik,Kazakh
cv_643.pdf,Bundeshandelsakademie und Bundeshandelsschule Reutte,Universität Wien - Romanistik,Universität Wien - Slawistik,Dutch
cv_644.pdf,"Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring",Universität Wien - Deutsche Philologie,Technische Universität Wien - Bauingenieurwesen,Shona
cv_645.pdf,HTL1 Lastenstraße Klagenfurt,FH Oberösterreich - Automotive Computing,Universität Wien - Judaistik,Dutch
cv_646.pdf,"Haydn-Gymnasium, Wien",Master:,Projects: Entwicklung eines nachhaltigen Verpackungskonzepts für die,Zulu
cv_647.pdf,"BG BRG und BORG Hartberg, Hartberg",Master:,Projects: Implementierung eines neuen Buchhaltungssystems zur,Hungarian
cv_648.pdf,"Gymnasium Maria Regina, Wien",Master:,Projects: Konzeption und Durchführung eines,Scandinavian
cv_649.pdf,HTL Waidhofen an der Ybbs,Universität Innsbruck - Bauingenieurwissenschaften,Universität Wien - Deutsche Philologie,Punjabi
cv_650.pdf,HTBLuVA Ferlach,Master:,Projects: Entwicklung einer Social-Media-Strategie zur Steigerung der,Yoruba
cv_651.pdf,Bundeshandelsakademie und Bundeshandelsschule -,FH Campus Wien - Technical Management,Universität Wien - Wirtschaftswissenschaften,Scandinavian
cv_652.pdf,Bundeshandelsakademie und Bundeshandelsschule Traun,Universität Salzburg - Mathematik,Projects: Konzeption und Durchführung klinischer Studien für ein neues,Pashtun
cv_653.pdf,"BG BRG und BORG Hartberg, Hartberg",Universität Graz - Jus,Universität Wien - Politikwissenschaft,Albanian
cv_654.pdf,HTL Bau und Design Linz,Master:,Projects: Implementierung eines neuen Buchhaltungssystems zur,Tuareg
cv_655.pdf,Bundeshandelsakademie und Bundeshandelsschule -,Technische Universität Wien - Wirtschaftsinformatik,Universität Wien - Europäische Ethnologie,Ukrainian
cv_656.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects: Durchführung einer umfassenden Cybersecurity-Analyse und,Coptic
cv_657.pdf,HTL Wels,Master:,Projects: Implementierung eines CSR-Reportingsystems nach,Portuguese
cv_658.pdf,Zweisprachige Bundeshandelsakademie Klagenfurt,Universität Wien - Klassische Philologie,Universität Wien - Psychologie,German
cv_659.pdf,Bundeshandelsakademie und Bundeshandelsschule,Master:,Projects:,Zulu
cv_660.pdf,Bundeshandelsakademie und Bundeshandelsschule,BOKU University (Universität für Bodenkultur Wien) -,Universität Wien - Klassische Philologie,Portuguese
cv_661.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Joanneum - Applied Computer Sciences,Projects:,Uzbek
cv_662.pdf,"BG und BRG Graz Dreihackengasse, Graz",Universität Graz - Soziologie,Universität Wien - Afrikawissenschaften,Coptic
cv_663.pdf,HBLFA Wieselburg (Francisco-Josephinum),Universität Salzburg - Geschichte,Universität Wien - Sprachwissenschaft,Métis
cv_664.pdf,HTBLuVA Villach,Universität Innsbruck - Romanistik,Universität Wien - Theaterwissenschaft,Baloch
cv_665.pdf,Bundeshandelsakademie und Bundeshandelsschule I,Master:,Projects:,Russian
cv_666.pdf,"Schottengymnasium, Wien",Universität Graz - Betriebswirtschaft,Technische Universität Wien,Basque
cv_667.pdf,Bundeshandelsakademie und Bundeshandelsschule Wien,FH Campus Wien - Technical Management,Technische Universität Wien - Raumplanung und Raumordnung,Coptic
cv_668.pdf,HTBLuVA Wiener Neustadt,FH Technikum Wien - Business Informatics,Universität Wien - Romanistik,Tibetan
cv_669.pdf,Bundeshandelsakademie und Bundeshandelsschule,FH Campus Wien - High Tech Manufacturing,Universität Wien - Wirtschaftswissenschaften,Hausa
cv_670.pdf,"HTL Mössingerstraße, Klagenfurt",Master:,Projects: Konzeption und Durchführung eines,Uzbek
